Job Title,Role,Level,Company,Year Of Experiences,Location,Salary Range,Required Skills,Source Platform
Thiết Kế UI/UX,Thiết Kế UI/UX,N/A,MUAMAU Ecommerce Company,2 năm kinh nghiệm,"Tầng 2 Tòa Nhà VNO - 129 Điện Biên Phủ, Phường 15, Bình Thạnh, Hồ Chí Minh, Việt Nam",10tr-18tr ₫/tháng,"Communication, Figma, UI Design, User Experience Development, Visual Design",https://www.vietnamworks.com/thiet-ke-uiux-1840916-jv?source=searchResults&searchType=2&placement=1841366&sortBy=date
Digital / Software Design Engineer ( 1 Year contract),Digital / Software Design Engineer 1 Year contract,N/A,Schneider Electric Vietnam Limited,5 năm kinh nghiệm,"364 Cong Hoa St, Floor 7, E-town Building, Ward 13, Tan Binh Dist, HCMC",Thương lượng,"C#, JavaScript, SQL, Database Development, Software Design",https://www.vietnamworks.com/digital-software-design-engineer-1-year-contract-1841719-jv?source=searchResults&searchType=2&placement=1842369&sortBy=date
"Software Engineer - Continuous Integration Engineer (Git, Gerrit, Scripting Languages) (Quantity: 02)","Software Engineer - Continuous Integration Engineer Git, Gerrit, Scripting Languages Quantity: 02",N/A,LG Electronics R&D Vietnam,3 năm kinh nghiệm,"Tòa Lotte Mall 272 Võ Chí Công, Phường Phú Thượng, Quận Tây Hồ, Hà Nội",Thương lượng,"English, Git, Scripting, Docker, Jenkins",https://www.vietnamworks.com/software-engineer-continuous-integration-engineer-git-gerrit-scripting-languages-quantity-02-1838634-jv?source=searchResults&searchType=2&placement=1838634&sortBy=date
IT Manager,IT Manager,N/A,Công Ty Cổ Phần Thương Mại Dạ Hợp,3 năm kinh nghiệm,"Tầng 1, KTM Tòa nhà ở xã hội Dạ Hợp, Lê Thánh Tông, Phường Tân Thịnh, Tp. Hòa Bình.",Thương lượng,"IT Software, IT Phần Mềm, IT Administration, IT Project Management, IT Operations",https://www.vietnamworks.com/it-manager--1838204-jv?source=searchResults&searchType=2&placement=1838504&sortBy=date
IT Project Coordinator [ Banking / Fintech],IT Project Coordinator Banking / Fintech,N/A,GTV VIETNAM,3 năm kinh nghiệm,N/A,Thương lượng,"Banking products knowledge, Communication Skills, Project Management, Stakeholder Management, Strong Understanding of Technical Products",https://www.vietnamworks.com/it-project-coordinator-banking-fintech-1828415-jv?source=searchResults&searchType=2&placement=1829015&sortBy=date
QA Game Tester,QA Game Tester,N/A,"Nexon Networks Vina Co. Ltd,",Không yêu cầu năm kinh nghiệm,"UOA Tower, 6 Tan Trao Street, Tan Phu Ward, District 7, HCMC, Vietnam",Thương lượng,"Game Testing, Quality Assurance, Manual Testing, English, Test Cases",https://www.vietnamworks.com/qa-game-tester--1836516-jv?source=searchResults&searchType=2&placement=1836516&sortBy=date
Salesforce Developer,Salesforce Developer,N/A,RT Holdings,2 năm kinh nghiệm,"4 Nguyễn Thông, Phường Võ Thị Sáu, Quận 3, TP.HCM",Thương lượng,"Phát triển Salesforce, Apex và Visualforce, Lightning Component Framework, Web services (REST & SOAP), Kiến thức về Front-end",https://www.vietnamworks.com/salesforce-developer--1839647-jv?source=searchResults&searchType=2&placement=1840147&sortBy=date
Unreal Developer,Unreal Developer,N/A,Công Ty TNHH Dreamchasers Interactive Vietnam,1 năm kinh nghiệm,"354/108 Phan Van Tri, Ward 11 Binh Thanh District, Ho Chi Minh City",Thương lượng,"Computer Science, English, JavaScript, Gameplay Design, C++",https://www.vietnamworks.com/unreal-developer--1837691-jv?source=searchResults&searchType=2&placement=1837991&sortBy=date
IT Support Specialist,IT Support Specialist,N/A,Excis Ltd,1 năm kinh nghiệm,N/A,Tới $ 540 /tháng,"Communication skills, Desktop Hardware, Problem Solving, Technical Support",https://www.vietnamworks.com/it-support-specialist-1837524-jv?source=searchResults&searchType=2&placement=1837924&sortBy=date
FPGA Engineer (Chance to Become Leader),FPGA Engineer Chance to Become Leader,N/A,"Toshiba Software Development (Vietnam) Co., Ltd",2 năm kinh nghiệm,"16 Floor - VIT Tower, 519 Kim Ma, Ba Dinh, Hanoi",Thương lượng,"FPGA, English, C++, ASIC Design, HDL Designer",https://www.vietnamworks.com/fpga-engineer-chance-to-become-leader-1830388-jv?source=searchResults&searchType=2&placement=1830438&sortBy=date
Project Management Assistant - IT Comtor (English + Japanese Required),Project Management Assistant - IT Comtor English + Japanese Required,N/A,Bosch Global Software Technologies Company Limited,2 năm kinh nghiệm,"Etown 2, 364 Cong Hoa street, ward 13, Tan Binh district, HCM",Thương lượng,"Budget Planning, English proficiency, Japanese N2, Proactive, Proactive, Proactive",https://www.vietnamworks.com/project-management-assistant-it-comtor-english-japanese-required-1841499-jv?source=searchResults&searchType=2&placement=1841949&sortBy=date
Automation Software Tester (Selenium/ Java),Automation Software Tester Selenium/ Java,N/A,Bosch Global Software Technologies Company Limited,Không yêu cầu năm kinh nghiệm,"Etown 2, 364 Cong Hoa street, ward 13, Tan Binh district, HCM",Thương lượng,"Java, Selenium",https://www.vietnamworks.com/automation-software-tester-selenium-java-1839552-jv?source=searchResults&searchType=2&placement=1840102&sortBy=date
Senior Global Service Desk,Senior Global Service Desk,['Senior'],SPS Vietnam S Ltd.,2 năm kinh nghiệm,"Floor 8, Saigon ICT Tower, Quang Trung Software City","$ 700-1,200 /tháng","Microsoft Office 365, Azure Administration, ITIL, Network Systems, Service Desk",https://www.vietnamworks.com/senior-global-service-desk-1844024-jv?source=searchResults&searchType=2&placement=1844224&sortBy=date
Data Engineer - Khối Dữ Liệu (Holt.02),Data Engineer - Khối Dữ Liệu Holt.02,N/A,Ngân Hàng Thương Mại Cổ Phần Quân Đội - MB,Không yêu cầu năm kinh nghiệm,"19th – MB Building,18 Le Van Luong Str., Cau Giay Dist. Hanoi, Vietnam",Thương lượng,"Cloud Solution, Data Integration, Oracle",https://www.vietnamworks.com/data-engineer-khoi-du-lieu-holt-02-1842087-jv?source=searchResults&searchType=2&placement=1842187&sortBy=date
"E-commerce Director (Amazon, Walmart, Wayfair)","E-commerce Director Amazon, Walmart, Wayfair",N/A,Yes4All Trading Services Company Limited,8 năm kinh nghiệm,"Floor 2, L'Mak Tower, 127 Hong Ha, Phu Nhuan District, HCMC",Thương lượng,"Data-Driven, Digital Marketing, E-commerce, Leadership, Sales Experience",https://www.vietnamworks.com/e-commerce-director-amazon-walmart-wayfair-1845304-jv?source=searchResults&searchType=2&placement=1845604&sortBy=date
Video Quality Control Specialist,Video Quality Control Specialist,N/A,Fonos,Không yêu cầu năm kinh nghiệm,"119 Mỹ Kim 2 - H25, Phú Mỹ Hưng, Phường Tân Phong, Quận 7, TPHCM",Thương lượng,"Content creation, Production Activity Control, Video Production, Ability to Communicate, Qc",https://www.vietnamworks.com/video-quality-control-specialist-1841313-jv?source=searchResults&searchType=2&placement=1841763&sortBy=date
Senior ERP Consultant,Senior ERP Consultant,['Senior'],Grant Thornton (Vietnam) Limited,3 năm kinh nghiệm,"18th Floor, Hoa Binh International Office Building 106 Hoang Quoc Viet Street, Cau Giay District  Hanoi, Vietnam",Thương lượng,"Interpersonal Skills, Problem-solving, SAP Business One, SAP ERP, Time Management",https://www.vietnamworks.com/senior-erp-consultant-1841691-jv?source=searchResults&searchType=2&placement=1842341&sortBy=date
Senior Associate - Cyber Security Consultant,Senior Associate - Cyber Security Consultant,['Senior'],PwC (Vietnam) Ltd.,Không yêu cầu năm kinh nghiệm,"HCM Office: Saigon Tower, 29 Le Duan, District 1, Ho Chi Minh city.",Thương lượng,"Information Security, Data Privacy, Cyber Security, Penetration Testing, SOC",https://www.vietnamworks.com/senior-associate-cyber-security-consultant-1837002-jv?source=searchResults&searchType=2&placement=1837452&sortBy=date
Lập Trình Viên iOS,Lập Trình Viên iOS,N/A,Ngân Hàng TNHH MTV Woori Việt Nam,Không yêu cầu năm kinh nghiệm,"Head Office – 34F Keangnam Hanoi Landmark 72, Pham Hung Street, Nam Tu Liem, Ha Noi",Từ $ 700 /tháng,"Mobile App Development, Swift, Kotlin, iOS, Android",https://www.vietnamworks.com/lap-trinh-vien-ios--1840545-jv?source=searchResults&searchType=2&placement=1841045&sortBy=date
Data Analyst,Data Analyst,N/A,GSM,Không yêu cầu năm kinh nghiệm,"Symphony Office, đường Chu Huy Mân, Long Biên, Hà Nội","$ 1,000-2,000 /tháng","SQL, Data Analysis, Business Intelligence, Business Analysis, Power BI",https://www.vietnamworks.com/data-analyst--1844623-jv?source=searchResults&searchType=2&placement=1844973&sortBy=date
Java Developer,Java Developer,N/A,Shinhan Vietnam Finance,Không yêu cầu năm kinh nghiệm,23/F. Saigon Trade Center. 37 Ton Duc Thang. D.1. HCMC. Vietnam,Thương lượng,"Java, PHP, Application Development",https://www.vietnamworks.com/java-developer--1844178-jv?source=searchResults&searchType=2&placement=1844628&sortBy=date
Senior Software Developer (Java/C#),Senior Software Developer Java/C#,['Senior'],"Amkor Technology Vietnam LLC.,",1 năm kinh nghiệm,"Yen Phong II-C IP, Cho Town, Yen Phong District, Bac Ninh, Viet Nam",Thương lượng,"C#, Java Database, Java Se, Java Web, Java Web, Java Web, Java Web, JavaScript ES4",https://www.vietnamworks.com/senior-software-developer-javac-1840215-jv?source=searchResults&searchType=2&placement=1840215&sortBy=date
Nhân viên IT phần mềm,Nhân viên IT phần mềm,N/A,Công Ty TNHH Buwon Vina,2 năm kinh nghiệm,"Đường 4A, KCN Bàu Xéo, xã Sông Trầu, huyện Trảng Bom, tỉnh Đồng Nai",20tr-30tr ₫/tháng,"Kỹ Năng Làm Việc Độc Lập, Tinh thần trách nhiệm, Tinh thần trách nhiệm, Tinh thần trách nhiệm, Tinh thần trách nhiệm, Tinh thần trách nhiệm",https://www.vietnamworks.com/nhan-vien-it-phan-mem-1837956-jv?source=searchResults&searchType=2&placement=1838306&sortBy=date
CVCC Công Nghệ Mô Hình (AI/ML Ops) - Machine Learning Operations (AI/ML Ops) - Khối Dữ Liệu (Ho24.301),CVCC Công Nghệ Mô Hình AI/ML Ops - Machine Learning Operations AI/ML Ops - Khối Dữ Liệu Ho24.301,N/A,Ngân Hàng Thương Mại Cổ Phần Quân Đội - MB,1 năm kinh nghiệm,"19th – MB Building,18 Le Van Luong Str., Cau Giay Dist. Hanoi, Vietnam",Thương lượng,"Phân Tích Dữ Liệu, SQL, Big Data, CI/CD, Data Pipeline",https://www.vietnamworks.com/cvcc-cong-nghe-mo-hinh-aiml-ops-machine-learning-operations-aiml-ops-khoi-du-lieu-ho24-301-1842172-jv?source=searchResults&searchType=2&placement=1842572&sortBy=date
Senior React Native Engineer,Senior React Native Engineer,['Senior'],CÔNG TY TNHH QUALGO TECHNOLOGIES VIETNAM,5 năm kinh nghiệm,"District 1, Ho Chi Minh city, Vietnam","Từ $ 1,500 /tháng","English, JavaScript, Mobile App Design, React Native",https://www.vietnamworks.com/senior-react-native-engineer-1840715-jv?source=searchResults&searchType=2&placement=1841015&sortBy=date
Cộng Tác Viên Nhập Liệu/xử Lý Dữ Liệu (Remote - Online),Cộng Tác Viên Nhập Liệu/xử Lý Dữ Liệu Remote - Online,N/A,GSM,Không yêu cầu năm kinh nghiệm,"Symphony Office, đường Chu Huy Mân, Long Biên, Hà Nội",$ 200-400 /tháng,Tập Hợp Dữ Liệu,https://www.vietnamworks.com/cong-tac-vien-nhap-lieu-xu-ly-du-lieu-remote-online--1841939-jv?source=searchResults&searchType=2&placement=1842589&sortBy=date
Flutter,Flutter,N/A,Công Ty Cổ Phần Bán Lẻ Kỹ Thuật Số FPT,1 năm kinh nghiệm,"Tầng 6 - Zodiac, 19 Duy Tân, Cầu Giấy, Hà Nội",Thương lượng,"Kubernetes, Android Flutter Dart, Design Pattern, Design Pattern, Design Pattern, Design Pattern, Design Pattern, Design Pattern, Flutter, Phát triển ứng dụng iOS",https://www.vietnamworks.com/flutter-1842896-jv?source=searchResults&searchType=2&placement=1843496&sortBy=date
[HCMC] IT Infrastructure Engineer,HCMC IT Infrastructure Engineer,N/A,Navigos Search,3 năm kinh nghiệm,HCMC,Thương lượng,"General Communication English, It Skills For Pc And Server, Japanese proficiency, Network Engineering",https://www.vietnamworks.com/hcmc-it-infrastructure-engineer-1841710-jv?source=searchResults&searchType=2&placement=1842360&sortBy=date
IT Server Engineer,IT Server Engineer,N/A,Navigos Search's Client,2 năm kinh nghiệm,Hanoi,20tr-35tr ₫/tháng,"Good English Skills, Hardware Server, Linux, VMware, Windows Server",https://www.vietnamworks.com/it-server-engineer-1836054-jv?source=searchResults&searchType=2&placement=1836754&sortBy=date
Graphic Designer - Vietnam,Graphic Designer - Vietnam,N/A,Audexaus,2 năm kinh nghiệm,"Ho Chi Minh City, Vietnam","$ 600-1,000 /tháng","Communication Skills, Technological Proficiency, Technological Proficiency, Website Management",https://www.vietnamworks.com/graphic-designer-vietnam-1843119-jv?source=searchResults&searchType=2&placement=1843669&sortBy=date
Data Engineer,Data Engineer,N/A,GSM,Không yêu cầu năm kinh nghiệm,"Symphony Office, đường Chu Huy Mân, Long Biên, Hà Nội","$ 1,000-3,000 /tháng","Software Engineering, Data Science, Data Modeling, Data Management, Big Data",https://www.vietnamworks.com/data-engineer--1836639-jv?source=searchResults&searchType=2&placement=1836839&sortBy=date
Vinclub- Senior Java Engineer - HCM,Vinclub- Senior Java Engineer - HCM,['Senior'],Vinclub,5 năm kinh nghiệm,"7 Bằng Lăng 1 Vinhomes Riverside, Long Biên, Hà Nội",Thương lượng,"Java, Microservices, Kafka, Caching, Redis",https://www.vietnamworks.com/vinclub-senior-java-engineer-hcm-1842164-jv?source=searchResults&searchType=2&placement=1842164&sortBy=date
Data/senior Data Engineer,Data/senior Data Engineer,['senior'],Navigos Search's Client,5 năm kinh nghiệm,Hanoi,"$ 2,000-3,000 /tháng","Cloud Computing, Communication, Python, Scala",https://www.vietnamworks.com/datasenior-data-engineer-1841312-jv?source=searchResults&searchType=2&placement=1841962&sortBy=date
Software Quality Manager,Software Quality Manager,N/A,Công Ty TNHH Công Nghệ Và Giải Pháp Phần Mềm Crossian,8 năm kinh nghiệm,"Tầng 1, Pax Sky, 63-65 Ngô Thì Nhậm, Phường Phạm Đình Hổ, Quận Hai Bà Trưng, TP Hà Nội, Việt Nam",Tới 60tr ₫/tháng,"Agile Methodologies, Communication Skills, Leadership Ability, Quality Assurance, Test Automation Tools",https://www.vietnamworks.com/software-quality-manager-1839915-jv?source=searchResults&searchType=2&placement=1840115&sortBy=date
Chuyên Viên IT Nhập Liệu,Chuyên Viên IT Nhập Liệu,N/A,Công Ty TNHH Bán Lẻ Fujimart Việt Nam,1 năm kinh nghiệm,"Tầng 6, 51 Phố Lê Đại Hành, Quận Hai Bà Trưng, Thành phố Hà Nội",Thương lượng,"Kỹ năng Tin học văn phòng, Giao Tiếp Tiếng Anh, Information Technology, Nhập Liệu, Quản Lý Số Liệu",https://www.vietnamworks.com/chuyen-vien-it-nhap-lieu-1842328-jv?source=searchResults&searchType=2&placement=1842478&sortBy=date
Nhân Viên IT,Nhân Viên IT,N/A,"Sumitomo Electric Interconnect Products (Vietnam), Ltd. [Sepv]",2 năm kinh nghiệm,"Lô 3, TS6, Khu công nghiệp Tiên Sơn, Thị Xã Bắc Ninh, Tỉnh Bắc Ninh, Việt Nam",$ 400-700 /tháng,"PE, Phát Triển Sản Phẩm, Điện Tự Động Hóa, Cải Tiến Quy Trình Sản Xuất, Theo Dõi Hàng Mẫu",https://www.vietnamworks.com/nhan-vien-it--1829323-jv?source=searchResults&searchType=2&placement=1829473&sortBy=date
CVCC Phân Tích Khách Hàng Cá Nhân - Individual Customer Analysis - Khối Dữ Liệu (Ho24.303),CVCC Phân Tích Khách Hàng Cá Nhân - Individual Customer Analysis - Khối Dữ Liệu Ho24.303,N/A,Ngân Hàng Thương Mại Cổ Phần Quân Đội - MB,1 năm kinh nghiệm,"19th – MB Building,18 Le Van Luong Str., Cau Giay Dist. Hanoi, Vietnam",Thương lượng,"SQL, Power BI, Thu Thập Dữ Liệu, Báo Cáo Số Liệu Kinh Doanh, Tài chính Ngân hàng",https://www.vietnamworks.com/cvcc-phan-tich-khach-hang-ca-nhan-individual-customer-analysis-khoi-du-lieu-ho24-303-1842168-jv?source=searchResults&searchType=2&placement=1842518&sortBy=date
Excellent Management Trainee,Excellent Management Trainee,N/A,Công Ty TNHH Công Nghệ Huawei Việt Nam,Không yêu cầu năm kinh nghiệm,"33F, Keangnam Landmark, Pham Hung, Nam Tu Liem, Hanoi",Thương lượng,"Electrical Engineering, English, Power System Planning, Computer Science, Software Engineering",https://www.vietnamworks.com/excellent-management-trainee-1842472-jv?source=searchResults&searchType=2&placement=1842622&sortBy=date
Product Designer / UI UX Designer,Product Designer / UI UX Designer,N/A,Tinai Private Limited,1 năm kinh nghiệm,N/A,"Từ $ 1,200 /tháng","UX Design, Figma, UX Research, User Story Mapping, Graphic Design",https://www.vietnamworks.com/product-designer-ui-ux-designer--1841221-jv?source=searchResults&searchType=2&placement=1841521&sortBy=date
IT Project Manager,IT Project Manager,N/A,Công Ty TNHH Omnicomm Việt Nam,1 năm kinh nghiệm,"126 Đồng Văn Cống, Phường Thạnh Mỹ Lợi, Thành phố Thủ Đức, TP.HCM","$ 1,500-2,200 /tháng","ERP Dynamic 365, IT Project Management, Planning Tools, Risk Management, Pmbok Knowledge",https://www.vietnamworks.com/it-project-manager-1835272-jv?source=searchResults&searchType=2&placement=1835522&sortBy=date
Software Project Leader - Project Manager (Quantity: 01),Software Project Leader - Project Manager Quantity: 01,N/A,LG Electronics R&D Vietnam,3 năm kinh nghiệm,"Tòa Lotte Mall 272 Võ Chí Công, Phường Phú Thượng, Quận Tây Hồ, Hà Nội",Thương lượng,"English, Automotive, Project Improvement, Project Management, Electronic",https://www.vietnamworks.com/software-project-leader-project-manager-quantity-01-1838642-jv?source=searchResults&searchType=2&placement=1838642&sortBy=date
Windows Application Developer (Flutter/dart),Windows Application Developer Flutter/dart,N/A,Bosch Global Software Technologies Company Limited,Không yêu cầu năm kinh nghiệm,"Etown 2, 364 Cong Hoa street, ward 13, Tan Binh district, HCM",Thương lượng,"Flutter, Android Flutter Dart, Dart, Embedded, Windows",https://www.vietnamworks.com/windows-application-developer-flutter-dart-1841157-jv?source=searchResults&searchType=2&placement=1841557&sortBy=date
